Territory X Date,target,cases,Territory,Date
Saudi Arabia X 3/28/20,4,1203,Saudi Arabia,3/28/20
Saudi Arabia X 3/29/20,8,1299,Saudi Arabia,3/29/20
Saudi Arabia X 3/30/20,8,1453,Saudi Arabia,3/30/20
Saudi Arabia X 3/31/20,10,1563,Saudi Arabia,3/31/20
Saudi Arabia X 4/1/20,16,1720,Saudi Arabia,4/1/20
Senegal X 1/22/20,0,0,Senegal,1/22/20
Senegal X 1/23/20,0,0,Senegal,1/23/20
Senegal X 1/24/20,0,0,Senegal,1/24/20
Senegal X 1/25/20,0,0,Senegal,1/25/20
Senegal X 1/26/20,0,0,Senegal,1/26/20
Senegal X 1/27/20,0,0,Senegal,1/27/20
Senegal X 1/28/20,0,0,Senegal,1/28/20
Senegal X 1/29/20,0,0,Senegal,1/29/20
Senegal X 1/30/20,0,0,Senegal,1/30/20
Senegal X 1/31/20,0,0,Senegal,1/31/20
Senegal X 2/1/20,0,0,Senegal,2/1/20
Senegal X 2/2/20,0,0,Senegal,2/2/20
Senegal X 2/3/20,0,0,Senegal,2/3/20
Senegal X 2/4/20,0,0,Senegal,2/4/20
Senegal X 2/5/20,0,0,Senegal,2/5/20
Senegal X 2/6/20,0,0,Senegal,2/6/20
Senegal X 2/7/20,0,0,Senegal,2/7/20
Senegal X 2/8/20,0,0,Senegal,2/8/20
Senegal X 2/9/20,0,0,Senegal,2/9/20
Senegal X 2/10/20,0,0,Senegal,2/10/20
Senegal X 2/11/20,0,0,Senegal,2/11/20
Senegal X 2/12/20,0,0,Senegal,2/12/20
Senegal X 2/13/20,0,0,Senegal,2/13/20
Senegal X 2/14/20,0,0,Senegal,2/14/20
Senegal X 2/15/20,0,0,Senegal,2/15/20
Senegal X 2/16/20,0,0,Senegal,2/16/20
Senegal X 2/17/20,0,0,Senegal,2/17/20
Senegal X 2/18/20,0,0,Senegal,2/18/20
Senegal X 2/19/20,0,0,Senegal,2/19/20
Senegal X 2/20/20,0,0,Senegal,2/20/20
Senegal X 2/21/20,0,0,Senegal,2/21/20
Senegal X 2/22/20,0,0,Senegal,2/22/20
Senegal X 2/23/20,0,0,Senegal,2/23/20
Senegal X 2/24/20,0,0,Senegal,2/24/20
Senegal X 2/25/20,0,0,Senegal,2/25/20
Senegal X 2/26/20,0,0,Senegal,2/26/20
Senegal X 2/27/20,0,0,Senegal,2/27/20
Senegal X 2/28/20,0,0,Senegal,2/28/20
Senegal X 2/29/20,0,0,Senegal,2/29/20
Senegal X 3/1/20,0,0,Senegal,3/1/20
Senegal X 3/2/20,0,1,Senegal,3/2/20
Senegal X 3/3/20,0,2,Senegal,3/3/20
Senegal X 3/4/20,0,4,Senegal,3/4/20
Senegal X 3/5/20,0,4,Senegal,3/5/20
Senegal X 3/6/20,0,4,Senegal,3/6/20
Senegal X 3/7/20,0,4,Senegal,3/7/20
Senegal X 3/8/20,0,4,Senegal,3/8/20
Senegal X 3/9/20,0,4,Senegal,3/9/20
Senegal X 3/10/20,0,4,Senegal,3/10/20
Senegal X 3/11/20,0,4,Senegal,3/11/20
Senegal X 3/12/20,0,4,Senegal,3/12/20
Senegal X 3/13/20,0,10,Senegal,3/13/20
Senegal X 3/14/20,0,10,Senegal,3/14/20
Senegal X 3/15/20,0,24,Senegal,3/15/20
Senegal X 3/16/20,0,24,Senegal,3/16/20
Senegal X 3/17/20,0,26,Senegal,3/17/20
Senegal X 3/18/20,0,31,Senegal,3/18/20
Senegal X 3/19/20,0,31,Senegal,3/19/20
Senegal X 3/20/20,0,38,Senegal,3/20/20
Senegal X 3/21/20,0,47,Senegal,3/21/20
Senegal X 3/22/20,0,67,Senegal,3/22/20
Senegal X 3/23/20,0,79,Senegal,3/23/20
Senegal X 3/24/20,0,86,Senegal,3/24/20
Senegal X 3/25/20,0,99,Senegal,3/25/20
Senegal X 3/26/20,0,105,Senegal,3/26/20
Senegal X 3/27/20,0,119,Senegal,3/27/20
Senegal X 3/28/20,0,130,Senegal,3/28/20
Senegal X 3/29/20,0,142,Senegal,3/29/20
Senegal X 3/30/20,0,162,Senegal,3/30/20
Senegal X 3/31/20,0,175,Senegal,3/31/20
Senegal X 4/1/20,1,190,Senegal,4/1/20
Serbia X 1/22/20,0,0,Serbia,1/22/20
Serbia X 1/23/20,0,0,Serbia,1/23/20
Serbia X 1/24/20,0,0,Serbia,1/24/20
Serbia X 1/25/20,0,0,Serbia,1/25/20
Serbia X 1/26/20,0,0,Serbia,1/26/20
Serbia X 1/27/20,0,0,Serbia,1/27/20
Serbia X 1/28/20,0,0,Serbia,1/28/20
Serbia X 1/29/20,0,0,Serbia,1/29/20
Serbia X 1/30/20,0,0,Serbia,1/30/20
Serbia X 1/31/20,0,0,Serbia,1/31/20
Serbia X 2/1/20,0,0,Serbia,2/1/20
Serbia X 2/2/20,0,0,Serbia,2/2/20
Serbia X 2/3/20,0,0,Serbia,2/3/20
Serbia X 2/4/20,0,0,Serbia,2/4/20
Serbia X 2/5/20,0,0,Serbia,2/5/20
Serbia X 2/6/20,0,0,Serbia,2/6/20
Serbia X 2/7/20,0,0,Serbia,2/7/20
Serbia X 2/8/20,0,0,Serbia,2/8/20
Serbia X 2/9/20,0,0,Serbia,2/9/20
Serbia X 2/10/20,0,0,Serbia,2/10/20
Serbia X 2/11/20,0,0,Serbia,2/11/20
Serbia X 2/12/20,0,0,Serbia,2/12/20
Serbia X 2/13/20,0,0,Serbia,2/13/20
Serbia X 2/14/20,0,0,Serbia,2/14/20
Serbia X 2/15/20,0,0,Serbia,2/15/20
Serbia X 2/16/20,0,0,Serbia,2/16/20
Serbia X 2/17/20,0,0,Serbia,2/17/20
Serbia X 2/18/20,0,0,Serbia,2/18/20
Serbia X 2/19/20,0,0,Serbia,2/19/20
Serbia X 2/20/20,0,0,Serbia,2/20/20
Serbia X 2/21/20,0,0,Serbia,2/21/20
Serbia X 2/22/20,0,0,Serbia,2/22/20
Serbia X 2/23/20,0,0,Serbia,2/23/20
Serbia X 2/24/20,0,0,Serbia,2/24/20
Serbia X 2/25/20,0,0,Serbia,2/25/20
Serbia X 2/26/20,0,0,Serbia,2/26/20
Serbia X 2/27/20,0,0,Serbia,2/27/20
Serbia X 2/28/20,0,0,Serbia,2/28/20
Serbia X 2/29/20,0,0,Serbia,2/29/20
Serbia X 3/1/20,0,0,Serbia,3/1/20
Serbia X 3/2/20,0,0,Serbia,3/2/20
Serbia X 3/3/20,0,0,Serbia,3/3/20
Serbia X 3/4/20,0,0,Serbia,3/4/20
Serbia X 3/5/20,0,0,Serbia,3/5/20
Serbia X 3/6/20,0,1,Serbia,3/6/20
Serbia X 3/7/20,0,1,Serbia,3/7/20
Serbia X 3/8/20,0,1,Serbia,3/8/20
Serbia X 3/9/20,0,1,Serbia,3/9/20
Serbia X 3/10/20,0,5,Serbia,3/10/20
Serbia X 3/11/20,0,12,Serbia,3/11/20
Serbia X 3/12/20,0,19,Serbia,3/12/20
Serbia X 3/13/20,0,35,Serbia,3/13/20
Serbia X 3/14/20,0,46,Serbia,3/14/20
Serbia X 3/15/20,0,48,Serbia,3/15/20
Serbia X 3/16/20,0,55,Serbia,3/16/20
Serbia X 3/17/20,0,65,Serbia,3/17/20
Serbia X 3/18/20,0,83,Serbia,3/18/20
Serbia X 3/19/20,0,103,Serbia,3/19/20
Serbia X 3/20/20,1,135,Serbia,3/20/20
Serbia X 3/21/20,1,171,Serbia,3/21/20
Serbia X 3/22/20,2,222,Serbia,3/22/20
Serbia X 3/23/20,3,249,Serbia,3/23/20
Serbia X 3/24/20,3,303,Serbia,3/24/20
Serbia X 3/25/20,4,384,Serbia,3/25/20
Serbia X 3/26/20,1,384,Serbia,3/26/20
Serbia X 3/27/20,1,457,Serbia,3/27/20
Serbia X 3/28/20,10,659,Serbia,3/28/20
Serbia X 3/29/20,13,741,Serbia,3/29/20
Serbia X 3/30/20,16,785,Serbia,3/30/20
Serbia X 3/31/20,16,900,Serbia,3/31/20
Serbia X 4/1/20,28,1060,Serbia,4/1/20
Seychelles X 1/22/20,0,0,Seychelles,1/22/20
Seychelles X 1/23/20,0,0,Seychelles,1/23/20
Seychelles X 1/24/20,0,0,Seychelles,1/24/20
Seychelles X 1/25/20,0,0,Seychelles,1/25/20
Seychelles X 1/26/20,0,0,Seychelles,1/26/20
Seychelles X 1/27/20,0,0,Seychelles,1/27/20
Seychelles X 1/28/20,0,0,Seychelles,1/28/20
Seychelles X 1/29/20,0,0,Seychelles,1/29/20
Seychelles X 1/30/20,0,0,Seychelles,1/30/20
Seychelles X 1/31/20,0,0,Seychelles,1/31/20
Seychelles X 2/1/20,0,0,Seychelles,2/1/20
Seychelles X 2/2/20,0,0,Seychelles,2/2/20
Seychelles X 2/3/20,0,0,Seychelles,2/3/20
Seychelles X 2/4/20,0,0,Seychelles,2/4/20
Seychelles X 2/5/20,0,0,Seychelles,2/5/20
Seychelles X 2/6/20,0,0,Seychelles,2/6/20
Seychelles X 2/7/20,0,0,Seychelles,2/7/20
Seychelles X 2/8/20,0,0,Seychelles,2/8/20
Seychelles X 2/9/20,0,0,Seychelles,2/9/20
Seychelles X 2/10/20,0,0,Seychelles,2/10/20
Seychelles X 2/11/20,0,0,Seychelles,2/11/20
Seychelles X 2/12/20,0,0,Seychelles,2/12/20
Seychelles X 2/13/20,0,0,Seychelles,2/13/20
Seychelles X 2/14/20,0,0,Seychelles,2/14/20
Seychelles X 2/15/20,0,0,Seychelles,2/15/20
Seychelles X 2/16/20,0,0,Seychelles,2/16/20
Seychelles X 2/17/20,0,0,Seychelles,2/17/20
Seychelles X 2/18/20,0,0,Seychelles,2/18/20
Seychelles X 2/19/20,0,0,Seychelles,2/19/20
Seychelles X 2/20/20,0,0,Seychelles,2/20/20
Seychelles X 2/21/20,0,0,Seychelles,2/21/20
Seychelles X 2/22/20,0,0,Seychelles,2/22/20
Seychelles X 2/23/20,0,0,Seychelles,2/23/20
Seychelles X 2/24/20,0,0,Seychelles,2/24/20
Seychelles X 2/25/20,0,0,Seychelles,2/25/20
Seychelles X 2/26/20,0,0,Seychelles,2/26/20
Seychelles X 2/27/20,0,0,Seychelles,2/27/20
Seychelles X 2/28/20,0,0,Seychelles,2/28/20
Seychelles X 2/29/20,0,0,Seychelles,2/29/20
Seychelles X 3/1/20,0,0,Seychelles,3/1/20
Seychelles X 3/2/20,0,0,Seychelles,3/2/20
Seychelles X 3/3/20,0,0,Seychelles,3/3/20
Seychelles X 3/4/20,0,0,Seychelles,3/4/20
Seychelles X 3/5/20,0,0,Seychelles,3/5/20
Seychelles X 3/6/20,0,0,Seychelles,3/6/20
Seychelles X 3/7/20,0,0,Seychelles,3/7/20
Seychelles X 3/8/20,0,0,Seychelles,3/8/20
Seychelles X 3/9/20,0,0,Seychelles,3/9/20
Seychelles X 3/10/20,0,0,Seychelles,3/10/20
Seychelles X 3/11/20,0,0,Seychelles,3/11/20
Seychelles X 3/12/20,0,0,Seychelles,3/12/20
Seychelles X 3/13/20,0,0,Seychelles,3/13/20
Seychelles X 3/14/20,0,2,Seychelles,3/14/20
Seychelles X 3/15/20,0,2,Seychelles,3/15/20
Seychelles X 3/16/20,0,3,Seychelles,3/16/20
Seychelles X 3/17/20,0,4,Seychelles,3/17/20
Seychelles X 3/18/20,0,4,Seychelles,3/18/20
Seychelles X 3/19/20,0,6,Seychelles,3/19/20
Seychelles X 3/20/20,0,7,Seychelles,3/20/20
Seychelles X 3/21/20,0,7,Seychelles,3/21/20
Seychelles X 3/22/20,0,7,Seychelles,3/22/20
Seychelles X 3/23/20,0,7,Seychelles,3/23/20
Seychelles X 3/24/20,0,7,Seychelles,3/24/20
Seychelles X 3/25/20,0,7,Seychelles,3/25/20
Seychelles X 3/26/20,0,7,Seychelles,3/26/20
Seychelles X 3/27/20,0,7,Seychelles,3/27/20
Seychelles X 3/28/20,0,8,Seychelles,3/28/20
Seychelles X 3/29/20,0,8,Seychelles,3/29/20
Seychelles X 3/30/20,0,8,Seychelles,3/30/20
Seychelles X 3/31/20,0,10,Seychelles,3/31/20
Seychelles X 4/1/20,0,10,Seychelles,4/1/20
Sierra Leone X 1/22/20,0,0,Sierra Leone,1/22/20
Sierra Leone X 1/23/20,0,0,Sierra Leone,1/23/20
Sierra Leone X 1/24/20,0,0,Sierra Leone,1/24/20
Sierra Leone X 1/25/20,0,0,Sierra Leone,1/25/20
Sierra Leone X 1/26/20,0,0,Sierra Leone,1/26/20
Sierra Leone X 1/27/20,0,0,Sierra Leone,1/27/20
Sierra Leone X 1/28/20,0,0,Sierra Leone,1/28/20
Sierra Leone X 1/29/20,0,0,Sierra Leone,1/29/20
Sierra Leone X 1/30/20,0,0,Sierra Leone,1/30/20
Sierra Leone X 1/31/20,0,0,Sierra Leone,1/31/20
Sierra Leone X 2/1/20,0,0,Sierra Leone,2/1/20
Sierra Leone X 2/2/20,0,0,Sierra Leone,2/2/20
Sierra Leone X 2/3/20,0,0,Sierra Leone,2/3/20
Sierra Leone X 2/4/20,0,0,Sierra Leone,2/4/20
Sierra Leone X 2/5/20,0,0,Sierra Leone,2/5/20
Sierra Leone X 2/6/20,0,0,Sierra Leone,2/6/20
Sierra Leone X 2/7/20,0,0,Sierra Leone,2/7/20
Sierra Leone X 2/8/20,0,0,Sierra Leone,2/8/20
Sierra Leone X 2/9/20,0,0,Sierra Leone,2/9/20
Sierra Leone X 2/10/20,0,0,Sierra Leone,2/10/20
Sierra Leone X 2/11/20,0,0,Sierra Leone,2/11/20
Sierra Leone X 2/12/20,0,0,Sierra Leone,2/12/20
Sierra Leone X 2/13/20,0,0,Sierra Leone,2/13/20
Sierra Leone X 2/14/20,0,0,Sierra Leone,2/14/20
Sierra Leone X 2/15/20,0,0,Sierra Leone,2/15/20
Sierra Leone X 2/16/20,0,0,Sierra Leone,2/16/20
Sierra Leone X 2/17/20,0,0,Sierra Leone,2/17/20
Sierra Leone X 2/18/20,0,0,Sierra Leone,2/18/20
Sierra Leone X 2/19/20,0,0,Sierra Leone,2/19/20
Sierra Leone X 2/20/20,0,0,Sierra Leone,2/20/20
Sierra Leone X 2/21/20,0,0,Sierra Leone,2/21/20
Sierra Leone X 2/22/20,0,0,Sierra Leone,2/22/20
Sierra Leone X 2/23/20,0,0,Sierra Leone,2/23/20
Sierra Leone X 2/24/20,0,0,Sierra Leone,2/24/20
Sierra Leone X 2/25/20,0,0,Sierra Leone,2/25/20
Sierra Leone X 2/26/20,0,0,Sierra Leone,2/26/20
Sierra Leone X 2/27/20,0,0,Sierra Leone,2/27/20
Sierra Leone X 2/28/20,0,0,Sierra Leone,2/28/20
Sierra Leone X 2/29/20,0,0,Sierra Leone,2/29/20
Sierra Leone X 3/1/20,0,0,Sierra Leone,3/1/20
Sierra Leone X 3/2/20,0,0,Sierra Leone,3/2/20
Sierra Leone X 3/3/20,0,0,Sierra Leone,3/3/20
Sierra Leone X 3/4/20,0,0,Sierra Leone,3/4/20
Sierra Leone X 3/5/20,0,0,Sierra Leone,3/5/20
Sierra Leone X 3/6/20,0,0,Sierra Leone,3/6/20
Sierra Leone X 3/7/20,0,0,Sierra Leone,3/7/20
Sierra Leone X 3/8/20,0,0,Sierra Leone,3/8/20
Sierra Leone X 3/9/20,0,0,Sierra Leone,3/9/20
Sierra Leone X 3/10/20,0,0,Sierra Leone,3/10/20
Sierra Leone X 3/11/20,0,0,Sierra Leone,3/11/20
Sierra Leone X 3/12/20,0,0,Sierra Leone,3/12/20
Sierra Leone X 3/13/20,0,0,Sierra Leone,3/13/20
Sierra Leone X 3/14/20,0,0,Sierra Leone,3/14/20
Sierra Leone X 3/15/20,0,0,Sierra Leone,3/15/20
Sierra Leone X 3/16/20,0,0,Sierra Leone,3/16/20
Sierra Leone X 3/17/20,0,0,Sierra Leone,3/17/20
Sierra Leone X 3/18/20,0,0,Sierra Leone,3/18/20
Sierra Leone X 3/19/20,0,0,Sierra Leone,3/19/20
Sierra Leone X 3/20/20,0,0,Sierra Leone,3/20/20
Sierra Leone X 3/21/20,0,0,Sierra Leone,3/21/20
Sierra Leone X 3/22/20,0,0,Sierra Leone,3/22/20
Sierra Leone X 3/23/20,0,0,Sierra Leone,3/23/20
Sierra Leone X 3/24/20,0,0,Sierra Leone,3/24/20
Sierra Leone X 3/25/20,0,0,Sierra Leone,3/25/20
Sierra Leone X 3/26/20,0,0,Sierra Leone,3/26/20
Sierra Leone X 3/27/20,0,0,Sierra Leone,3/27/20
Sierra Leone X 3/28/20,0,0,Sierra Leone,3/28/20
Sierra Leone X 3/29/20,0,0,Sierra Leone,3/29/20
Sierra Leone X 3/30/20,0,0,Sierra Leone,3/30/20
Sierra Leone X 3/31/20,0,1,Sierra Leone,3/31/20
Sierra Leone X 4/1/20,0,2,Sierra Leone,4/1/20
Singapore X 1/22/20,0,0,Singapore,1/22/20
Singapore X 1/23/20,0,1,Singapore,1/23/20
Singapore X 1/24/20,0,3,Singapore,1/24/20
Singapore X 1/25/20,0,3,Singapore,1/25/20
Singapore X 1/26/20,0,4,Singapore,1/26/20
Singapore X 1/27/20,0,5,Singapore,1/27/20
Singapore X 1/28/20,0,7,Singapore,1/28/20
Singapore X 1/29/20,0,7,Singapore,1/29/20
Singapore X 1/30/20,0,10,Singapore,1/30/20
Singapore X 1/31/20,0,13,Singapore,1/31/20
Singapore X 2/1/20,0,16,Singapore,2/1/20
Singapore X 2/2/20,0,18,Singapore,2/2/20
Singapore X 2/3/20,0,18,Singapore,2/3/20
Singapore X 2/4/20,0,24,Singapore,2/4/20
Singapore X 2/5/20,0,28,Singapore,2/5/20
Singapore X 2/6/20,0,28,Singapore,2/6/20
Singapore X 2/7/20,0,30,Singapore,2/7/20
Singapore X 2/8/20,0,33,Singapore,2/8/20
Singapore X 2/9/20,0,40,Singapore,2/9/20
Singapore X 2/10/20,0,45,Singapore,2/10/20
Singapore X 2/11/20,0,47,Singapore,2/11/20
Singapore X 2/12/20,0,50,Singapore,2/12/20
Singapore X 2/13/20,0,58,Singapore,2/13/20
Singapore X 2/14/20,0,67,Singapore,2/14/20
Singapore X 2/15/20,0,72,Singapore,2/15/20
Singapore X 2/16/20,0,75,Singapore,2/16/20
Singapore X 2/17/20,0,77,Singapore,2/17/20
Singapore X 2/18/20,0,81,Singapore,2/18/20
Singapore X 2/19/20,0,84,Singapore,2/19/20
Singapore X 2/20/20,0,84,Singapore,2/20/20
Singapore X 2/21/20,0,85,Singapore,2/21/20
Singapore X 2/22/20,0,85,Singapore,2/22/20
Singapore X 2/23/20,0,89,Singapore,2/23/20
Singapore X 2/24/20,0,89,Singapore,2/24/20
Singapore X 2/25/20,0,91,Singapore,2/25/20
Singapore X 2/26/20,0,93,Singapore,2/26/20
Singapore X 2/27/20,0,93,Singapore,2/27/20
Singapore X 2/28/20,0,93,Singapore,2/28/20
Singapore X 2/29/20,0,102,Singapore,2/29/20
Singapore X 3/1/20,0,106,Singapore,3/1/20
Singapore X 3/2/20,0,108,Singapore,3/2/20
Singapore X 3/3/20,0,110,Singapore,3/3/20
Singapore X 3/4/20,0,110,Singapore,3/4/20
Singapore X 3/5/20,0,117,Singapore,3/5/20
Singapore X 3/6/20,0,130,Singapore,3/6/20
Singapore X 3/7/20,0,138,Singapore,3/7/20
Singapore X 3/8/20,0,150,Singapore,3/8/20
Singapore X 3/9/20,0,150,Singapore,3/9/20
Singapore X 3/10/20,0,160,Singapore,3/10/20
Singapore X 3/11/20,0,178,Singapore,3/11/20
Singapore X 3/12/20,0,178,Singapore,3/12/20
Singapore X 3/13/20,0,200,Singapore,3/13/20
Singapore X 3/14/20,0,212,Singapore,3/14/20
Singapore X 3/15/20,0,226,Singapore,3/15/20
Singapore X 3/16/20,0,243,Singapore,3/16/20
Singapore X 3/17/20,0,266,Singapore,3/17/20
Singapore X 3/18/20,0,313,Singapore,3/18/20
Singapore X 3/19/20,0,345,Singapore,3/19/20
Singapore X 3/20/20,0,385,Singapore,3/20/20
Singapore X 3/21/20,2,432,Singapore,3/21/20
Singapore X 3/22/20,2,455,Singapore,3/22/20
Singapore X 3/23/20,2,509,Singapore,3/23/20
Singapore X 3/24/20,2,558,Singapore,3/24/20
Singapore X 3/25/20,2,631,Singapore,3/25/20
Singapore X 3/26/20,2,683,Singapore,3/26/20
Singapore X 3/27/20,2,732,Singapore,3/27/20
Singapore X 3/28/20,2,802,Singapore,3/28/20
Singapore X 3/29/20,3,844,Singapore,3/29/20
Singapore X 3/30/20,3,879,Singapore,3/30/20
Singapore X 3/31/20,3,926,Singapore,3/31/20
Singapore X 4/1/20,3,1000,Singapore,4/1/20
Slovakia X 1/22/20,0,0,Slovakia,1/22/20
Slovakia X 1/23/20,0,0,Slovakia,1/23/20
Slovakia X 1/24/20,0,0,Slovakia,1/24/20
Slovakia X 1/25/20,0,0,Slovakia,1/25/20
Slovakia X 1/26/20,0,0,Slovakia,1/26/20
Slovakia X 1/27/20,0,0,Slovakia,1/27/20
Slovakia X 1/28/20,0,0,Slovakia,1/28/20
Slovakia X 1/29/20,0,0,Slovakia,1/29/20
Slovakia X 1/30/20,0,0,Slovakia,1/30/20
Slovakia X 1/31/20,0,0,Slovakia,1/31/20
Slovakia X 2/1/20,0,0,Slovakia,2/1/20
Slovakia X 2/2/20,0,0,Slovakia,2/2/20
Slovakia X 2/3/20,0,0,Slovakia,2/3/20
Slovakia X 2/4/20,0,0,Slovakia,2/4/20
Slovakia X 2/5/20,0,0,Slovakia,2/5/20
Slovakia X 2/6/20,0,0,Slovakia,2/6/20
Slovakia X 2/7/20,0,0,Slovakia,2/7/20
Slovakia X 2/8/20,0,0,Slovakia,2/8/20
Slovakia X 2/9/20,0,0,Slovakia,2/9/20
Slovakia X 2/10/20,0,0,Slovakia,2/10/20
Slovakia X 2/11/20,0,0,Slovakia,2/11/20
Slovakia X 2/12/20,0,0,Slovakia,2/12/20
Slovakia X 2/13/20,0,0,Slovakia,2/13/20
Slovakia X 2/14/20,0,0,Slovakia,2/14/20
Slovakia X 2/15/20,0,0,Slovakia,2/15/20
Slovakia X 2/16/20,0,0,Slovakia,2/16/20
Slovakia X 2/17/20,0,0,Slovakia,2/17/20
Slovakia X 2/18/20,0,0,Slovakia,2/18/20
Slovakia X 2/19/20,0,0,Slovakia,2/19/20
Slovakia X 2/20/20,0,0,Slovakia,2/20/20
Slovakia X 2/21/20,0,0,Slovakia,2/21/20
Slovakia X 2/22/20,0,0,Slovakia,2/22/20
Slovakia X 2/23/20,0,0,Slovakia,2/23/20
Slovakia X 2/24/20,0,0,Slovakia,2/24/20
Slovakia X 2/25/20,0,0,Slovakia,2/25/20
Slovakia X 2/26/20,0,0,Slovakia,2/26/20
Slovakia X 2/27/20,0,0,Slovakia,2/27/20
Slovakia X 2/28/20,0,0,Slovakia,2/28/20
Slovakia X 2/29/20,0,0,Slovakia,2/29/20
Slovakia X 3/1/20,0,0,Slovakia,3/1/20
Slovakia X 3/2/20,0,0,Slovakia,3/2/20
Slovakia X 3/3/20,0,0,Slovakia,3/3/20
Slovakia X 3/4/20,0,0,Slovakia,3/4/20
Slovakia X 3/5/20,0,0,Slovakia,3/5/20
Slovakia X 3/6/20,0,1,Slovakia,3/6/20
Slovakia X 3/7/20,0,1,Slovakia,3/7/20
Slovakia X 3/8/20,0,3,Slovakia,3/8/20
Slovakia X 3/9/20,0,3,Slovakia,3/9/20
Slovakia X 3/10/20,0,7,Slovakia,3/10/20
Slovakia X 3/11/20,0,10,Slovakia,3/11/20
Slovakia X 3/12/20,0,16,Slovakia,3/12/20
Slovakia X 3/13/20,0,32,Slovakia,3/13/20
Slovakia X 3/14/20,0,44,Slovakia,3/14/20
Slovakia X 3/15/20,0,54,Slovakia,3/15/20
Slovakia X 3/16/20,0,63,Slovakia,3/16/20
Slovakia X 3/17/20,0,72,Slovakia,3/17/20
Slovakia X 3/18/20,1,105,Slovakia,3/18/20
Slovakia X 3/19/20,1,123,Slovakia,3/19/20
Slovakia X 3/20/20,1,137,Slovakia,3/20/20
Slovakia X 3/21/20,1,178,Slovakia,3/21/20
Slovakia X 3/22/20,0,185,Slovakia,3/22/20
Slovakia X 3/23/20,0,186,Slovakia,3/23/20
Slovakia X 3/24/20,0,204,Slovakia,3/24/20
Slovakia X 3/25/20,0,216,Slovakia,3/25/20
Slovakia X 3/26/20,0,226,Slovakia,3/26/20
Slovakia X 3/27/20,0,269,Slovakia,3/27/20
Slovakia X 3/28/20,0,292,Slovakia,3/28/20
Slovakia X 3/29/20,0,314,Slovakia,3/29/20
Slovakia X 3/30/20,0,336,Slovakia,3/30/20
Slovakia X 3/31/20,0,363,Slovakia,3/31/20
Slovakia X 4/1/20,1,400,Slovakia,4/1/20
Slovenia X 1/22/20,0,0,Slovenia,1/22/20
Slovenia X 1/23/20,0,0,Slovenia,1/23/20
Slovenia X 1/24/20,0,0,Slovenia,1/24/20
Slovenia X 1/25/20,0,0,Slovenia,1/25/20
Slovenia X 1/26/20,0,0,Slovenia,1/26/20
Slovenia X 1/27/20,0,0,Slovenia,1/27/20
Slovenia X 1/28/20,0,0,Slovenia,1/28/20
Slovenia X 1/29/20,0,0,Slovenia,1/29/20
Slovenia X 1/30/20,0,0,Slovenia,1/30/20
Slovenia X 1/31/20,0,0,Slovenia,1/31/20
Slovenia X 2/1/20,0,0,Slovenia,2/1/20
Slovenia X 2/2/20,0,0,Slovenia,2/2/20
Slovenia X 2/3/20,0,0,Slovenia,2/3/20
Slovenia X 2/4/20,0,0,Slovenia,2/4/20
Slovenia X 2/5/20,0,0,Slovenia,2/5/20
Slovenia X 2/6/20,0,0,Slovenia,2/6/20
Slovenia X 2/7/20,0,0,Slovenia,2/7/20
Slovenia X 2/8/20,0,0,Slovenia,2/8/20
Slovenia X 2/9/20,0,0,Slovenia,2/9/20
Slovenia X 2/10/20,0,0,Slovenia,2/10/20
Slovenia X 2/11/20,0,0,Slovenia,2/11/20
Slovenia X 2/12/20,0,0,Slovenia,2/12/20
Slovenia X 2/13/20,0,0,Slovenia,2/13/20
Slovenia X 2/14/20,0,0,Slovenia,2/14/20
Slovenia X 2/15/20,0,0,Slovenia,2/15/20
Slovenia X 2/16/20,0,0,Slovenia,2/16/20
Slovenia X 2/17/20,0,0,Slovenia,2/17/20
Slovenia X 2/18/20,0,0,Slovenia,2/18/20
Slovenia X 2/19/20,0,0,Slovenia,2/19/20
Slovenia X 2/20/20,0,0,Slovenia,2/20/20
Slovenia X 2/21/20,0,0,Slovenia,2/21/20
Slovenia X 2/22/20,0,0,Slovenia,2/22/20
Slovenia X 2/23/20,0,0,Slovenia,2/23/20
Slovenia X 2/24/20,0,0,Slovenia,2/24/20
Slovenia X 2/25/20,0,0,Slovenia,2/25/20
Slovenia X 2/26/20,0,0,Slovenia,2/26/20
Slovenia X 2/27/20,0,0,Slovenia,2/27/20
Slovenia X 2/28/20,0,0,Slovenia,2/28/20
Slovenia X 2/29/20,0,0,Slovenia,2/29/20
Slovenia X 3/1/20,0,0,Slovenia,3/1/20
Slovenia X 3/2/20,0,0,Slovenia,3/2/20
Slovenia X 3/3/20,0,0,Slovenia,3/3/20
Slovenia X 3/4/20,0,0,Slovenia,3/4/20
Slovenia X 3/5/20,0,2,Slovenia,3/5/20
Slovenia X 3/6/20,0,7,Slovenia,3/6/20
Slovenia X 3/7/20,0,7,Slovenia,3/7/20
Slovenia X 3/8/20,0,16,Slovenia,3/8/20
Slovenia X 3/9/20,0,16,Slovenia,3/9/20
Slovenia X 3/10/20,0,31,Slovenia,3/10/20
Slovenia X 3/11/20,0,57,Slovenia,3/11/20
Slovenia X 3/12/20,0,89,Slovenia,3/12/20
Slovenia X 3/13/20,0,141,Slovenia,3/13/20
Slovenia X 3/14/20,1,181,Slovenia,3/14/20
Slovenia X 3/15/20,1,219,Slovenia,3/15/20
