Word,Pos,Language,split
scribd,PROPN,fon,test
lépi,PROPN,fon,test
kɛ́nsɔ́tɛn,NOUN,fon,test
mɛ̀,PRON,fon,test
nyǐkɔ́,VERB,fon,test
gilbert,PROPN,fon,test
bangana,PROPN,fon,test
xwí,ADJ,fon,test
ɖetɔ́n,ADV,fon,test
hwedò,ADJ,fon,test
cyan,PROPN,fon,test
sún,VERB,fon,test
aklunɔzangbla,NOUN,fon,test
michel,PROPN,fon,test
dussuyer,PROPN,fon,test
anyǔ,NOUN,fon,test
gɔn,ADV,fon,test
hwɛ̌,NOUN,fon,test
stéphane,PROPN,fon,test
sessegnon,PROPN,fon,test
ecureuils,PROPN,fon,test
xozo,NOUN,fon,test
olivier,PROPN,fon,test
verdon,PROPN,fon,test
rudy,PROPN,fon,test
gestede,PROPN,fon,test
awɔntin,PROPN,fon,test
núɖéjí,NOUN,fon,test
freetown,PROPN,fon,test
gantɔ́,ADV,fon,test
wǔfífɛ́,NOUN,fon,test
klɔ,VERB,fon,test
nǔjlɛkpo,NOUN,fon,test
kɔlɛ́wá,NOUN,fon,test
fɛ́,VERB,fon,test
wutu,NOUN,fon,test
gantɔ́,NOUN,fon,test
vo,NOUN,fon,test
dé,VERB,fon,test
19ɔ́,NUM,fon,test
só,NOUN,fon,test
ava,PROPN,fon,test
zunmɛ,NOUN,fon,test
uake,PROPN,fon,test
lí,VERB,fon,test
véronique,PROPN,fon,test
tɔ́nyífɔɖé,PROPN,fon,test
mɛwǎnǔ,PROPN,fon,test
nya,AUX,fon,test
jɛ̌,VERB,fon,test
lè,PRON,fon,test
gbla,NOUN,fon,test
vɔ̌nu,ADJ,fon,test
jijɛ,PROPN,fon,test
luc,PROPN,fon,test
atrokpo,PROPN,fon,test
dobǔ,VERB,fon,test
síbígbè,NOUN,fon,test
lin,NOUN,fon,test
fɔn,VERB,fon,test
kpódó,PROPN,fon,test
abí,NOUN,fon,test
lin,ADV,fon,test
aurélie,PROPN,fon,test
xòmɛ̀,NOUN,fon,test
kpáa,VERB,fon,test
sìnkɔn,NOUN,fon,test
tɛn,ADV,fon,test
tòxó,NOUN,fon,test
xwé,ADV,fon,test
ají,ADV,fon,test
ɖéxlɛ́,ADV,fon,test
sɔ̀,ADP,fon,test
adaɖé,NOUN,fon,test
hwelɛ́kɔ̀,NOUN,fon,test
sɔ̀,NOUN,fon,test
jɛn,VERB,fon,test
kpasátín,NOUN,fon,test
union,PROPN,fon,test
progressiste,PROPN,fon,test
bloc,PROPN,fon,test
républicain,PROPN,fon,test
akwɛ́wókwín,NOUN,fon,test
ninɔmɛ,ADV,fon,test
kɛntɔ́,NOUN,fon,test
blawu,VERB,fon,test
danhun,ADV,fon,test
totaligbè,PROPN,fon,test
totɛntin,NOUN,fon,test
gbɔnvo,VERB,fon,test
tɛgbɛ,ADJ,fon,test
káká,NOUN,fon,test
akú,NOUN,fon,test
mɔ̌,VERB,fon,test
dobu,ADP,fon,test
yɛ,PRON,fon,test
william,PROPN,fon,test
yémanlin,PROPN,fon,test
tchoki,NOUN,fon,test
rosemonde,PROPN,fon,test
cyakpɛ̀,NOUN,fon,test
ep,PROPN,fon,test
agbahwlɛ́ɛhwlɛ́n,NOUN,fon,test
lílá,VERB,fon,test
dotóo,VERB,fon,test
tɔ́njɛ́jí,ADJ,fon,test
zogbeji,NOUN,fon,test
tɛnmɛ,NOUN,fon,test
má,ADV,fon,test
mɔ̌,ADP,fon,test
vɔ,VERB,fon,test
ǎ,ADV,fon,test
ɖexlɛ,VERB,fon,test
wémá,ADV,fon,test
34ɔ́,NUM,fon,test
godomɛ,PROPN,fon,test
16ɔ́,NUM,fon,test
jɛn,ADV,fon,test
ka,ADV,fon,test
hugues,PROPN,fon,test
zunnɔ,NOUN,fon,test
isabelle,PROPN,fon,test
yacoubou,PROPN,fon,test
fɔn,NOUN,fon,test
ɛnɛ,ADV,fon,test
bretton,PROPN,fon,test
woods,PROPN,fon,test
fmi,PROPN,fon,test
kplí,ADV,fon,test
étas,PROPN,fon,test
unis,PROPN,fon,test
sin,VERB,fon,test
kpliba,VERB,fon,test
millenium,PROPN,fon,test
challenge,PROPN,fon,test
corporation,PROPN,fon,test
kɛnu,VERB,fon,test
tɛntin,ADJ,fon,test
gungun,NOUN,fon,test
infodémie,NOUN,fon,test
nǔkanby,NOUN,fon,test
kplɔ́,VERB,fon,test
ninɔmɛ,NOUN,fon,test
ɖuɖu,ADJ,fon,test
claude,PROPN,fon,test
james,PROPN,fon,test
coffin,PROPN,fon,test
dancers,PROPN,fon,test
nicanor,PROPN,fon,test
covi,PROPN,fon,test
nǔwlánwlán,NOUN,fon,test
xlaxla,NOUN,fon,test
kpáa,NOUN,fon,test
nǔkplɔ́nmɛtɔ́,NOUN,fon,test
xle,NOUN,fon,test
bɔ̀,VERB,fon,test
togun,NOUN,fon,test
nǔkplɔ́mɛ,NOUN,fon,test
hú,VERB,fon,test
marzouk,PROPN,fon,test
nǔkplɔ́nmɛ,PROPN,fon,test
dɔnkpɛvu,VERB,fon,test
ɖaxó,NUM,fon,test
kaɖafya,ADV,fon,test
có,SCONJ,fon,test
akɔ́nkpínkpán,NOUN,fon,test
kínkɛ́n,VERB,fon,test
fɔfi,VERB,fon,test
kpotín,NOUN,fon,test
vivɔ,NOUN,fon,test
sínsɛ́n,VERB,fon,test
tofwe,NOUN,fon,test
ɖelɛ́ɛ,DET,fon,test
hinhɛn,NOUN,fon,test
wiwa,ADP,fon,test
ényí,PRON,fon,test
jɛɖutɔ́,ADV,fon,test
kpóɖó,VERB,fon,test
dyɔ,VERB,fon,test
bónú,CCONJ,fon,test
ɖíɖó,VERB,fon,test
xɛ,VERB,fon,test
yɛ̀mɛ̀,VERB,fon,test
zín,NOUN,fon,test
gbenɔkpɔ,NOUN,fon,test
xwle,ADV,fon,test
yɛmɛ,ADJ,fon,test
jɛɖuɖu,VERB,fon,test
31ɔ́,NUM,fon,test
ɖu,ADV,fon,test
dozogbe,ADV,fon,test
avùvɔ̀sun,PROPN,fon,test
ablɔde,NOUN,fon,test
flowa,VERB,fon,test
mɛkúkú,NOUN,fon,test
ahwankpá,NOUN,fon,test
wuntun,NOUN,fon,test
ɖùɖù,ADV,fon,test
kplewun,VERB,fon,test
vivɛna,PROPN,fon,test
hwan,NOUN,fon,test
sù,NOUN,fon,test
aklunɔzángbè,NOUN,fon,test
yɔywɛ,VERB,fon,test
tofɔligbé,NOUN,fon,test
sísí,VERB,fon,test
jɛxa,VERB,fon,test
kúnkàn,NOUN,fon,test
kpɔn,ADV,fon,test
gbeɖé,ADV,fon,test
aní,NOUN,fon,test
nabwɛ́,VERB,fon,test
nɔè,VERB,fon,test
kpeija,NOUN,fon,test
jɔ,VERB,fon,test
akpàkpà,NOUN,fon,test
nyìnyì,VERB,fon,test
lifɛn,VERB,fon,test
jérôme,PROPN,fon,test
yoda,PROPN,fon,test
xòmɛ,ADV,fon,test
xòkpóɖó,VERB,fon,test
jɔngwǐn,NOUN,fon,test
énanyɔ́,PROPN,fon,test
pétas,PROPN,fon,test
akogbéto,PROPN,fon,test
wěgbó,NOUN,fon,test
zinkan,NOUN,fon,test
lí,ADV,fon,test
tamɛ,ADP,fon,test
bǐ,VERB,fon,test
ɖò,ADJ,fon,test
dan,ADV,fon,test
va,ADV,fon,test
wadaa,ADV,fon,test
zɔ̀,VERB,fon,test
gbɔjɛ,NOUN,fon,test
kléwún,VERB,fon,test
pasikwa,PROPN,fon,test
tɛ́,ADJ,fon,test
ɖayǐ,DET,fon,test
hospice,NOUN,fon,test
huntɔnnu,PROPN,fon,test
gbetakɛn,NOUN,fon,test
kpikpe,VERB,fon,test
2015ɔ́,NUM,fon,test
kuthintwa,VERB,zul,dev
kuzwelonke,NOUN,zul,dev
mkhuleko,PROPN,zul,dev
hlengwa,PROPN,zul,dev
qembu,NOUN,zul,dev
lizokhipha,VERB,zul,dev
isitatimende,NOUN,zul,dev
daba,ADJ,zul,dev
namuhla,ADV,zul,dev
uthuthuva,VERB,zul,dev
luqale,VERB,zul,dev
ukubonakala,VERB,zul,dev
kuxoshwa,VERB,zul,dev
biyela,PROPN,zul,dev
obeyimeya,NOUN,zul,dev
phambilini,ADJ,zul,dev
namkhansela,NOUN,zul,dev
amane,ADJ,zul,dev
kwadaleka,VERB,zul,dev
uqhekeko,VERB,zul,dev
kumalunga,NOUN,zul,dev
ikakhulu,ADJ,zul,dev
angamalungu,NOUN,zul,dev
ephethe,VERB,zul,dev
masipala,NOUN,zul,dev
okhulumela,NOUN,zul,dev
kuvulwe,VERB,zul,dev
amacala,NOUN,zul,dev
okuzama,VERB,zul,dev
ukubulala,VERB,zul,dev
nelokususa,VERB,zul,dev
uthuthuva,NOUN,zul,dev
emphakathini,NOUN,zul,dev
aphenywa,VERB,zul,dev
esiteshini,NOUN,zul,dev
samaphoyisa,NOUN,zul,dev
emelmoth,PROPN,zul,dev
uchitha,VERB,zul,dev
bayiziba,VERB,zul,dev
yenkohlakalo,NOUN,zul,dev
owayengusomlomo,NOUN,zul,dev
wephalamende,NOUN,zul,dev
baleka,PROPN,zul,dev
ukuchithile,VERB,zul,dev
babeziziba,VERB,zul,dev
inkohlakalo,NOUN,zul,dev
kwakuvela,VERB,zul,dev
njengento,NOUN,zul,dev
exoxwayo,VERB,zul,dev
engabambeki,VERB,zul,dev
ephendula,VERB,zul,dev
kwikhomishini,NOUN,zul,dev
ephenya,VERB,zul,dev
ngokulawulwa,VERB,zul,dev
kombuso,NOUN,zul,dev
yidlanzana,NOUN,zul,dev
ngezinsolo,VERB,zul,dev
zokuthi,SCONJ,zul,dev
amanye,NOUN,zul,dev
ayethinteka,VERB,zul,dev
enkohlakalweni,NOUN,zul,dev
kokunye,ADV,zul,dev
ezazivela,VERB,zul,dev
zazingabambeki,NOUN,zul,dev
sengathi,ADV,zul,dev
kuyahletshwa,VERB,zul,dev
ababenolwazi,VERB,zul,dev
babengenabo,VERB,zul,dev
ubufakazi,NOUN,zul,dev
sihlalo,NOUN,zul,dev
asebefakazile,VERB,zul,dev
lapha,DET,zul,dev
nangendlela,ADV,zul,dev
okusetshenzwa,VERB,zul,dev
kwi,X,zul,dev
usomlomo,NOUN,zul,dev
uke,VERB,zul,dev
weza,VERB,zul,dev
lana,PRON,zul,dev
naye,PRON,zul,dev
washo,ADV,zul,dev
uvele,VERB,zul,dev
ukhulume,VERB,zul,dev
ngento,ADP,zul,dev
oyizwa,VERB,zul,dev
ikhulunywa,VERB,zul,dev
ngingakhuluma,VERB,zul,dev
lezikhali,DET,zul,dev
elihlehlisiwe,VERB,zul,dev
msombuluko,PROPN,zul,dev
kukhona,VERB,zul,dev
eyafakwa,VERB,zul,dev
ngaphansi,ADV,zul,dev
kwesicabha,NOUN,zul,dev
sehhovisi,NOUN,zul,dev
lami,PRON,zul,dev
leyo,DET,zul,dev
yayinezinto,VERB,zul,dev
ezithusayo,VERB,zul,dev
nezishaqisayo,NOUN,zul,dev
kwakungasayinwe,VERB,zul,dev
lutho,PRON,zul,dev
kungashiwo,VERB,zul,dev
oyibhalile,VERB,zul,dev
kumatasa,NOUN,zul,dev
ngangingeke,VERB,zul,dev
ngikwazi,VERB,zul,dev
ukuthatha,VERB,zul,dev
ngingazi,ADV,zul,dev
ibhalwe,VERB,zul,dev
ubani,PRON,zul,dev
bese,VERB,zul,dev
sixoxa,NOUN,zul,dev
obhalile,VERB,zul,dev
muntu,NOUN,zul,dev
kwakumele,VERB,zul,dev
eze,VERB,zul,dev
kumina,PRON,zul,dev
angiqonde,VERB,zul,dev
ngizama,VERB,zul,dev
ukuphendula,VERB,zul,dev
manje,ADV,zul,dev
sasingeke,VERB,zul,dev
sikwazi,VERB,zul,dev
ukuxoxa,VERB,zul,dev
ehletshwayo,VERB,zul,dev
ngojuni,PROPN,zul,dev
ubuzwe,VERB,zul,dev
wenzani,VERB,zul,dev
elithinta,VERB,zul,dev
angisakhumbuli,VERB,zul,dev
nokuputshuka,VERB,zul,dev
kwezindaba,NOUN,zul,dev
abakwa,X,zul,dev
ngiyacabanga,VERB,zul,dev
ngaleso,ADP,zul,dev
sikhathi,NOUN,zul,dev
kuvela,VERB,zul,dev
lezo,DET,zul,dev
zindaba,NOUN,zul,dev
sasizobiza,VERB,zul,dev
abazibhalayo,NOUN,zul,dev
sibheke,VERB,zul,dev
lokho,NOUN,zul,dev
abakushoyo,VERB,zul,dev
okubhekene,VERB,zul,dev
nezwe,NOUN,zul,dev
lonke,ADJ,zul,dev
nani,PRON,zul,dev
ukuze,VERB,zul,dev
sithole,VERB,zul,dev
incazelo,NOUN,zul,dev
bese,ADV,zul,dev
siyakwazi,VERB,zul,dev
ukwenza,VERB,zul,dev
wethu,PRON,zul,dev
kushona,VERB,zul,dev
zigxeka,VERB,zul,dev
ngokufa,VERB,zul,dev
komfundi,NOUN,zul,dev
kokulala,VERB,zul,dev
kwesango,NOUN,zul,dev
lesikhungo,NOUN,zul,dev
thekwini,PROPN,zul,dev
ecato,PROPN,zul,dev
manor,PROPN,zul,dev
manyanya,PROPN,zul,dev
obenza,VERB,zul,dev
ze,X,zul,dev
electrical,NOUN,zul,dev
infrastructure,NOUN,zul,dev
construction,NOUN,zul,dev
wumastende,NOUN,zul,dev
walapho,ADJ,zul,dev
abehlala,VERB,zul,dev
ngenxa,ADP,zul,dev
yokuthi,SCONJ,zul,dev
ukweleta,VERB,zul,dev
yerenti,ADJ,zul,dev
kuphoqeleke,VERB,zul,dev
alale,VERB,zul,dev
engenayo,VERB,zul,dev
yokufihla,VERB,zul,dev
ikhanda,NOUN,zul,dev
kulandela,ADP,zul,dev
ukuxoshwa,VERB,zul,dev
ebehlala,VERB,zul,dev
ngolwesithathu,PROPN,zul,dev
kubonakale,VERB,zul,dev
akekho,VERB,zul,dev
esimeni,NOUN,zul,dev
esikahle,ADJ,zul,dev
ngokwempilo,NOUN,zul,dev
ebezinayo,VERB,zul,dev
zimtshele,VERB,zul,dev
kumele,NOUN,zul,dev
yokukhosela,ADJ,zul,dev
ubesehamba,VERB,zul,dev
ehlala,VERB,zul,dev
ugcine,VERB,zul,dev
ashone,VERB,zul,dev
efulethini,NOUN,zul,dev
obekuhlala,VERB,zul,dev
kulo,ADJ,zul,dev
umngani,NOUN,zul,dev
edurban,PROPN,zul,dev
north,PROPN,zul,dev
esinye,ADV,zul,dev
sezitshudeni,NOUN,zul,dev
ebesisondelene,NOUN,zul,dev
nomufi,NOUN,zul,dev
esicele,VERB,zul,dev
lingadalulwa,VERB,zul,dev
laso,PRON,zul,dev
ephepheni,NOUN,zul,dev
sithe,VERB,zul,dev
basashaqekile,VERB,zul,dev
ngokwenzekile,VERB,zul,dev
sagxeka,VERB,zul,dev
ngokuhudula,VERB,zul,dev
izinyawo,NOUN,zul,dev
ekutheni,VERB,zul,dev
bathole,VERB,zul,dev
angiphilile,NOUN,zul,dev
emoyeni,VERB,zul,dev
kwalesi,PRON,zul,dev
sigameko,NOUN,zul,dev
ebesingagwemeka,VERB,zul,dev
ngifisa,VERB,zul,dev
ungenelele,VERB,zul,dev
kubukeka,VERB,zul,dev
zizokwanda,NOUN,zul,dev
izigameko,NOUN,zul,dev
kungena,VERB,zul,dev
ubusika,NOUN,zul,dev
lesi,PRON,zul,dev
sitshudeni,NOUN,zul,dev
ilungu,NOUN,zul,dev
lomndeni,NOUN,zul,dev
kamufi,NOUN,zul,dev
esingakwazanga,VERB,zul,dev
lalo,PRON,zul,dev
lithe,VERB,zul,dev
abakwazi,VERB,zul,dev
ukukhuluma,VERB,zul,dev
nabezindaba,NOUN,zul,dev
mayelana,ADP,zul,dev
nesehlo,ADV,zul,dev
ucaptain,NOUN,zul,dev
nqobile,PROPN,zul,dev
gwala,PROPN,zul,dev
alikho,ADV,zul,dev
elibikiwe,VERB,zul,dev
yokuntula,VERB,zul,dev
yenabele,VERB,zul,dev
nasophikweni,NOUN,zul,dev
lwaleli,PRON,zul,dev
kolishi,NOUN,zul,dev
campus,PROPN,zul,dev
esydenham,PROPN,zul,dev
kunezitshudeni,VERB,zul,dev
ezingaphezu,ADJ,zul,dev
ezibhikishe,VERB,zul,dev
kwamasango,NOUN,zul,dev
zitshele,VERB,zul,dev
zilale,VERB,zul,dev
emgwaqweni,NOUN,zul,dev
ngaphandle,ADP,zul,dev
kwalesi,ADJ,zul,dev
sikhungo,NOUN,zul,dev
zixoshwe,VERB,zul,dev
omastende,NOUN,zul,dev
ezihlala,VERB,zul,dev
kuzona,ADV,zul,dev
ezingazikhokhele,VERB,zul,dev
iningi,PRON,zul,dev
lalezi,DET,zul,dev
ebeliphethe,VERB,zul,dev
izingubo,NOUN,zul,dev
zokulala,ADJ,zul,dev
lisuka,VERB,zul,dev
ezikude,ADJ,zul,dev
kuzona,X,zul,dev
igauteng,PROPN,zul,dev
eastern,PROPN,zul,dev
cape,PROPN,zul,dev
nase,X,zul,dev
mpumalanga,PROPN,zul,dev
siyabonga,PROPN,zul,dev
wase,X,zul,dev
ermelo,PROPN,zul,dev
empumalanga,PROPN,zul,dev
owenza,VERB,zul,dev
wesithathu,ADJ,zul,dev
weziqu,NOUN,zul,dev
zecommunity,NOUN,zul,dev
safety,NOUN,zul,dev
ugxeke,VERB,zul,dev
nonsfas,PROPN,zul,dev
ngokunqakisana,VERB,zul,dev
ngabo,PRON,zul,dev
bebuza,VERB,zul,dev
ngezicelo,NOUN,zul,dev
zabo,PRON,zul,dev
zemali,NOUN,zul,dev
ngofebhuwari,PROPN,zul,dev
abalutholi,VERB,zul,dev
omasitende,NOUN,zul,dev
sebeze,VERB,zul,dev
bakhomba,VERB,zul,dev
indlela,ADV,zul,dev
emiqashweni,NOUN,zul,dev
akukho,VERB,zul,dev
nemali,NOUN,zul,dev
yokudla,NOUN,zul,dev
abebefake,VERB,zul,dev
izicelo,NOUN,zul,dev
zale,DET,zul,dev
eyezindleko,NOUN,zul,dev
zokuthutha,VERB,zul,dev
nakhona,ADP,zul,dev
ingcosana,ADV,zul,dev
eyitholile,NOUN,zul,dev
asisizi,VERB,zul,dev
ngalutho,ADV,zul,dev
kunalokho,ADP,zul,dev
sisibizela,VERB,zul,dev
onogada,NOUN,zul,dev
basixoshe,VERB,zul,dev
kufakazelwe,VERB,zul,dev
zodwa,PROPN,zul,dev
mabanga,PROPN,zul,dev
osuka,VERB,zul,dev
othi,VERB,zul,dev
usehlala,VERB,zul,dev
emgwaqeni,NOUN,zul,dev
umastende,NOUN,zul,dev
ngojanuwari,PROPN,zul,dev
bebenganikwa,VERB,zul,dev
ephreli,PROPN,zul,dev
akhokhe,VERB,zul,dev
ngawo,ADP,zul,dev
izikweletu,NOUN,zul,dev
uthishomkhulu,NOUN,zul,dev
wasethekwini,PROPN,zul,dev
nkosinathi,PROPN,zul,dev
kungamampunge,VERB,zul,dev
kokuqhinqa,VERB,zul,dev
zikhona,VERB,zul,dev
impela,ADV,zul,dev
izinkinga,NOUN,zul,dev
ku,X,zul,dev
okhuluma,VERB,zul,dev
ngaso,ADP,zul,dev
sishone,VERB,zul,dev
yesoka,ADJ,zul,dev
ebesilivakashele,NOUN,zul,dev
umatasa,VERB,zul,dev
nokuyilungisa,VERB,zul,dev
ekhungethe,VERB,zul,dev
lwase,PRON,zul,dev
yidlanzana,VERB,zul,dev
lezitshudeni,DET,zul,dev
ebeliqhinqile,VERB,zul,dev
elinenkinga,NOUN,zul,dev
yoxhaso,ADJ,zul,dev
kunezitshudeni,NOUN,zul,dev
ezibahlinzeke,VERB,zul,dev
ngeminingwane,NOUN,zul,dev
eshayisanayo,VERB,zul,dev
ngenhloso,NOUN,zul,dev
yokuhlomula,VERB,zul,dev
ngoxhaso,NOUN,zul,dev
lwemali,NOUN,zul,dev
ethe,NOUN,zul,dev
xaxa,NOUN,zul,dev
bethintwa,NOUN,zul,dev
abe,X,zul,dev
bathembise,VERB,zul,dev
ukubuya,VERB,zul,dev
nezimpendulo,NOUN,zul,dev
mayelana,ADV,zul,dev
nalezi,ADV,zul,dev
zigameko,NOUN,zul,dev
kwabaphikisayo,VERB,zul,dev
embangweni,NOUN,zul,dev
wolwe,X,zul,dev
silo,NOUN,zul,dev
basalelwe,VERB,zul,dev
lwanamhlanje,ADV,zul,dev
ecaleni,NOUN,zul,dev
lombango,VERB,zul,dev
wencwadi,NOUN,zul,dev
yisilo,NOUN,zul,dev
ugoodwill,PROPN,zul,dev
zwelithini,PROPN,zul,dev
kabhekuzulu,PROPN,zul,dev
aphikisayo,VERB,zul,dev
kulabo,PRON,zul,dev
ingonyama,NOUN,zul,dev
kanye,CCONJ,zul,dev
nondunankulu,NOUN,zul,dev
wakwazulu,PROPN,zul,dev
inkosi,NOUN,zul,dev
mangosuthu,PROPN,zul,dev
buthelezi,PROPN,zul,dev
izolo,VERB,zul,dev
lize,NOUN,zul,dev
lashona,VERB,zul,dev
abanye,PRON,zul,dev
babo,PRON,zul,dev
bengakawafaki,VERB,zul,dev
wokuba,SCONJ,zul,dev
bawunikezwa,VERB,zul,dev
emgungundlovu,PROPN,zul,dev
eyedlule,ADJ,zul,dev
myalelo,NOUN,zul,dev
wakhishwa,VERB,zul,dev
ijaji,NOUN,zul,dev
rishi,PROPN,zul,dev
seegobin,PROPN,zul,dev
elalele,VERB,zul,dev
ikhiphe,VERB,zul,dev
esivimba,VERB,zul,dev
kuphothulwa,VERB,zul,dev
kuguqe,VERB,zul,dev
indlovukazi,NOUN,zul,dev
shiyiwe,PROPN,zul,dev
mantfombi,PROPN,zul,dev
dlamini,PROPN,zul,dev
obeyibambabukhosi,VERB,zul,dev
undlunkulu,NOUN,zul,dev
ingxenye,NOUN,zul,dev
yamafa,NOUN,zul,dev
kabhejane,NOUN,zul,dev
ethi,VERB,zul,dev
umshado,NOUN,zul,dev
wabo,PRON,zul,dev
uhlanganisa,VERB,zul,dev
amafa,NOUN,zul,dev
elesibili,NOUN,zul,dev
ngabantwana,NOUN,zul,dev
bakwakhethomthandayo,PROPN,zul,dev
ntandoyenkosi,PROPN,zul,dev
ntombizosuthu,PROPN,zul,dev
abantwana,NOUN,zul,dev
bafuna,VERB,zul,dev
kuchithwe,VERB,zul,dev
ukuqokwa,VERB,zul,dev
kwendlovukazi,NOUN,zul,dev
njengebamba,VERB,zul,dev
bukhosi,NOUN,zul,dev
kukokoteliwe,VERB,zul,dev
ukusayina,VERB,zul,dev
kukamdlokombane,PROPN,zul,dev
encwadini,NOUN,zul,dev
eyayisho,VERB,zul,dev
lokhu,ADV,zul,dev
yindlovukazi,NOUN,zul,dev
yona,PRON,zul,dev
yaqokela,VERB,zul,dev
esihlalweni,NOUN,zul,dev
sobukhosi,ADJ,zul,dev
isilo,NOUN,zul,dev
phakathi,ADV,zul,dev
kwabeseka,VERB,zul,dev
elinye,ADV,zul,dev
lamazinyane,NOUN,zul,dev
kamdlokombane,NOUN,zul,dev
wasesigodlweni,NOUN,zul,dev
kadlamahlahla,PROPN,zul,dev
afungelwe,VERB,zul,dev
wazwakalisa,VERB,zul,dev
ukuseseka,VERB,zul,dev
kumiswe,VERB,zul,dev
ngokusemthethweni,ADV,zul,dev
elisenkantolo,NOUN,zul,dev
imizamo,NOUN,zul,dev
yokuthola,VERB,zul,dev
ukuphawula,NOUN,zul,dev
komele,NOUN,zul,dev
musa,PROPN,zul,dev
ntsibande,PROPN,zul,dev
ayizange,ADV,zul,dev
iphumelele,VERB,zul,dev
ucingo,NOUN,zul,dev
lwakhe,PRON,zul,dev
lungabanjwa,NOUN,zul,dev
engazange,VERB,zul,dev
ayiphendule,VERB,zul,dev
ayithunyelelwe,VERB,zul,dev
umvalelandlini,NOUN,zul,dev
ulambise,VERB,zul,dev
ukuvalwa,NOUN,zul,dev
thaqa,NOUN,zul,dev
kokugasela,VERB,zul,dev
kwecovid,X,zul,dev
kwenza,VERB,zul,dev
zabulawa,VERB,zul,dev
yindlala,NOUN,zul,dev
ezinye,ADJ,zul,dev
zaziphila,VERB,zul,dev
ngokuphiwa,VERB,zul,dev
kuvezwe,VERB,zul,dev
wumbiko,NOUN,zul,dev
human,PROPN,zul,dev
sciences,PROPN,zul,dev
research,PROPN,zul,dev
council,PROPN,zul,dev
eyenze,VERB,zul,dev
ngendlela,ADV,zul,dev
ebeziphila,VERB,zul,dev
usolwazi,NOUN,zul,dev
sibusiso,PROPN,zul,dev
sifunda,PROPN,zul,dev
hsrc,PROPN,zul,dev
yintsha,NOUN,zul,dev
ephakathi,VERB,zul,dev
ebe,VERB,zul,dev
yingxenye,NOUN,zul,dev
yalolu,ADJ,zul,dev
olwethulwe,VERB,zul,dev
ngungqongqoshe,NOUN,zul,dev
sonto,NOUN,zul,dev
kwadingeka,VERB,zul,dev
ubuyele,VERB,zul,dev
emakhaya,NOUN,zul,dev
emuva,ADV,zul,dev
kokuvalwa,VERB,zul,dev
wathi,VERB,zul,dev
ezingu,ADJ,zul,dev
zazikholelwa,VERB,zul,dev
zisuleleke,VERB,zul,dev
ngegciwane,ADP,zul,dev
wawusaba,VERB,zul,dev
ungasuleleka,VERB,zul,dev
wawuhluleka,VERB,zul,dev
ukuthenga,VERB,zul,dev
ngesikhathi,VERB,zul,dev
wawuthembele,VERB,zul,dev
ekuphiweni,NOUN,zul,dev
wawulamba,VERB,zul,dev
ungadli,VERB,zul,dev
kuze,VERB,zul,dev
abazali,NOUN,zul,dev
babekuthenga,VERB,zul,dev
ukuze,ADV,zul,dev
zitshudeni,VERB,zul,dev
okuya,ADV,zul,dev
ngasethunjini,NOUN,zul,dev
igciwane,NOUN,zul,dev
libe,VERB,zul,dev
nomthelela,VERB,zul,dev
ezenza,VERB,zul,dev
gciwane,NOUN,zul,dev
lishintshe,VERB,zul,dev
eziningi,ADJ,zul,dev
kwezemfundo,NOUN,zul,dev
ngikhathazekile,VERB,zul,dev
ngezitshudeni,VERB,zul,dev
ezazenza,VERB,zul,dev
ezazifika,VERB,zul,dev
zisuka,ADV,zul,dev
kwa,X,zul,dev
matric,PROPN,zul,dev
yizona,PRON,zul,dev
okwakumele,VERB,zul,dev
zishintshe,VERB,zul,dev
impilo,NOUN,zul,dev
ebeziyijwayele,VERB,zul,dev
yasezikoleni,NOUN,zul,dev
kubalulekile,VERB,zul,dev
kunezimo,NOUN,zul,dev
sigxile,VERB,zul,dev
abasha,NOUN,zul,dev
yibona,PRON,zul,dev
abashayeka,VERB,zul,dev
wezitshudeni,VERB,zul,dev
waba,VERB,zul,dev
nokhwantalala,NOUN,zul,dev
ngokomqondo,ADJ,zul,dev
luthole,VERB,zul,dev
ngabesifazane,NOUN,zul,dev
abahlaselwa,VERB,zul,dev
ukhwantalala,NOUN,zul,dev
uqhathanisa,VERB,zul,dev
nabesilisa,NOUN,zul,dev
unxuse,VERB,zul,dev
ziqhubeke,VERB,zul,dev
zizivikele,VERB,zul,dev
egciwaneni,NOUN,zul,dev
ngaso,ADV,zul,dev
sonke,ADJ,zul,dev
isikhathi,ADV,zul,dev
uzwakalise,VERB,zul,dev
wesekwe,VERB,zul,dev
ngosizo,NOUN,zul,dev
lwezengqondo,NOUN,zul,dev
uyalele,VERB,zul,dev
ihigher,PROPN,zul,dev
health,PROPN,zul,dev
isungule,VERB,zul,dev
inombolo,NOUN,zul,dev
ezosetshenziswa,VERB,zul,dev
yizitshudeni,NOUN,zul,dev
ukuyishayela,VERB,zul,dev
yamahhala,NOUN,zul,dev
nginxusa,VERB,zul,dev
izitshudeni,VERB,zul,dev
zifune,VERB,zul,dev
usizo,NOUN,zul,dev
zinenkinga,VERB,zul,dev
yokufunda,ADJ,zul,dev
nokunye,ADJ,zul,dev
kuyangijabulisa,VERB,zul,dev
ziyasiza,VERB,zul,dev
ngokuhlinzeka,VERB,zul,dev
nge,ADP,zul,dev
data,NOUN,zul,dev
